Time	CAG	GRAV	RES
57142.19362	808.22141	-0.87757	19.77729
57142.19557	795.11059	-0.86946	13.95286
57142.19754	787.94778	-0.86153	13.91735
57142.1996	760.73944	-0.85301	-5.64124
57142.20172	744.07527	-0.84369	-13.93662
57142.20367	754.44761	-0.83545	3.83709
57142.20562	746.64206	-0.82619	4.35062
57142.20765	728.72417	-0.81671	-5.05036
57142.20974	733.5862	-0.80629	9.1686
57142.2117	732.23678	-0.79679	16.35103
57142.21366	708.98473	-0.78729	1.63486
57142.21569	711.56464	-0.77685	13.59373
57142.21779	697.42035	-0.76561	9.54796
57142.21976	689.02219	-0.75523	10.47052
57142.22175	654.4956	-0.74401	-13.97368
57142.22381	666.15381	-0.73308	7.50034
57142.22591	655.26686	-0.72087	7.57848
57142.2279	650.27316	-0.70928	12.99705
57142.22986	621.69151	-0.69753	-5.02686
57142.2319	622.21819	-0.68542	6.37313
57142.23399	nan	nan	nan
57142.23597	597.06524	-0.66019	3.88015
57142.23795	598.23347	-0.64755	16.40833
57142.24	570.54435	-0.63454	0.40007
57142.24211	565.16431	-0.62107	7.12325
57142.24407	555.15388	-0.60793	8.91401
57142.24604	538.93915	-0.59535	4.00349
57142.2481	529.6633	-0.58123	7.40949
57142.25019	509.49091	-0.56734	-0.28695
57142.25215	505.48976	-0.55337	8.25756
57142.25411	488.41225	-0.5399	3.28532
57142.25615	457.46608	-0.5261	-15.26435
57142.25823	467.4763	-0.51136	7.98595
57142.2602	451.62002	-0.49786	4.25426
57142.26217	454.21836	-0.48403	19.27464
57142.26421	410.23413	-0.46912	-11.32048
57142.2663	412.34034	-0.4546	3.83307
57142.26827	393.55235	-0.44048	-2.27578
57142.27025	398.19526	-0.42656	14.87022
57142.27228	388.32067	-0.4124	17.71673
57142.27437	356.26908	-0.39706	-0.55114
57142.27633	340.58393	-0.3826	-3.25139
57142.2783	346.32523	-0.3682	15.42717
57142.28034	345.10888	-0.3533	27.59022
57142.28245	310.57959	-0.33834	6.49798
57142.2844	285.63018	-0.3243	-5.84052
57142.28636	263.33193	-0.3097	-15.02338
57142.2884	254.78164	-0.29498	-10.34731
57142.2905	257.86059	-0.27919	6.91613
57142.29249	251.63055	-0.26504	13.39253
57142.29444	214.27348	-0.25094	-11.29827
57142.29648	220.74243	-0.23619	8.41998
57142.29857	197.44156	-0.22113	-1.35226
57142.30054	186.49801	-0.20713	0.28073
57142.30251	171.60303	-0.19308	-1.99945
57142.30455	172.92116	-0.17955	11.47196
57142.30664	159.46544	-0.16397	12.01808
57142.3086	137.5211	-0.15019	2.4443
57142.31057	122.01363	-0.13644	-0.7123
57142.31265	85.94342	-0.12227	-24.05101
57142.31476	111.02845	-0.10737	14.42271
57142.31672	87.78525	-0.09465	2.59874
57142.31867	82.91464	-0.08153	9.51773
57142.32072	59.69153	-0.06774	-1.31646
57142.32286	43.46908	-0.05403	-5.228
57142.32487	50.85801	-0.04106	13.8089
57142.32685	32.4607	-0.02834	6.83795
57142.32889	17.77489	-0.01523	3.93057
57142.33097	4.40347	-0.00219	2.2683
57142.33294	-19.02811	0.00974	-10.43982
57142.33491	-20.80801	0.02242	-0.83397
57142.33694	-23.08405	0.03469	7.91424
57142.33904	-54.50698	0.04695	-12.50204
57142.34105	-39.11981	0.05852	13.28465
57142.34305	-59.60776	0.07006	3.15592
57142.34509	-78.05613	0.08157	-4.94773
57142.34718	-78.64111	0.09283	4.57456
57142.34914	-77.78962	0.10341	14.93212
57142.35109	-103.20158	0.11373	-1.2122
57142.35313	-104.91773	0.12413	6.41947
57142.35521	-118.35054	0.13469	2.47378
57142.35717	-128.8574	0.14449	0.76832
57142.35912	-130.79487	0.15374	7.13275
57142.36117	-134.84436	0.16345	11.80813
57142.36328	-150.83755	0.17273	4.15438
57142.36524	-157.90824	0.18193	5.34194
57142.3672	-170.45078	0.19005	0.0978
57142.36926	-185.51405	0.19859	-7.29183
57142.37139	-170.00589	0.20699	15.75945
57142.37334	-167.0817	0.21466	25.57458
57142.3753	-226.6612	0.2212	-28.13583
57142.37734	-203.39333	0.22891	2.05616
57142.37945	-213.4065	0.23601	-1.57205
57142.38141	-214.18735	0.24251	3.48257
57142.3834	-227.87134	0.24843	-4.88592
57142.38545	-224.42467	0.25436	3.88679
57142.38754	-264.605	0.26058	-30.70549
57142.3895	-248.03746	0.26557	-9.6584
57142.39146	-253.21172	0.27105	-9.90951
57142.3935	-238.84246	0.27611	9.01051
57142.3956	-243.9876	0.28018	7.51908
57142.39756	-260.99898	0.28477	-5.36755
57142.39953	-267.93992	0.28804	-9.37457
57142.4016	-275.05064	0.29183	-13.07706
57142.40373	-259.75714	0.29522	5.25611
57142.40571	-260.83059	0.29801	6.69635
57142.40767	-272.17051	0.30066	-2.27091
57142.40971	-257.64539	0.30294	14.30209
57142.4118	-282.19081	0.30487	-8.50868
57142.41376	-274.11146	0.30659	1.11601
57142.41571	-289.49582	0.30747	-13.47536
57142.41776	-269.67083	0.30883	7.56746
57142.41987	-263.71318	0.30902	13.70077
57142.42185	-270.22072	0.30995	8.02673
57142.42385	-277.00202	0.30975	1.06232
57142.42589	-266.8151	0.30918	10.74078
57142.42798	-275.88475	0.30843	0.99998
57142.42995	-285.87556	0.30758	-9.75287
57142.43193	-280.13669	0.30632	-5.15251
57142.43395	-285.82465	0.30462	-12.36841
57142.43605	-282.59826	0.30248	-11.06062
57142.43803	-263.31729	0.29988	5.88388
57142.44	-261.73484	0.29739	5.22755
57142.4421	-257.5324	0.29396	6.35181
57142.44425	-274.26755	0.29036	-13.61968
57142.4462	-228.12556	0.28656	29.10797
57142.44815	-258.88119	0.28283	-4.99551
57142.45019	-238.30956	0.27821	11.43197
57142.45228	-241.5908	0.27332	3.75714
57142.45424	-223.42345	0.26892	17.97112
57142.45619	-231.03519	0.26377	5.73505
57142.45822	-212.07489	0.25908	20.47572
57142.46634	-195.23126	0.23165	12.68019
57142.46844	-171.50602	0.22691	32.1539
57142.4704	-188.34454	0.21833	7.60914
57142.47239	-204.26422	0.20739	-18.14045
57142.47445	-173.2522	0.20985	15.0824
57142.47653	-162.09094	0.1965	14.2533
57142.4785	-161.53224	0.19141	10.23524
57142.48048	-157.57921	0.17285	-2.48523
57142.48254	-133.42376	0.16815	17.44976
57142.48467	-124.31515	0.16046	19.64948
57142.48663	-152.48888	0.1544	-13.96539
57142.48864	-140.57132	0.14256	-12.68021
57142.49073	-117.82838	0.12978	-1.42149
57142.49284	-93.65509	0.12226	15.99983
57142.4948	-87.90954	0.10736	8.36296
57142.49675	-89.66687	0.10578	5.18394
57142.50893	-34.27209	0.03846	0.10668
57142.51088	-7.11375	0.02424	14.49504
57142.51284	-24.5868	0.0101	-15.68014
57142.51488	-3.11881	-0.00128	-4.43371
57142.51696	25.74667	-0.01446	12.59705
57142.51892	19.87881	-0.02214	-0.17662
57142.52087	26.48711	-0.03978	-9.41167
57142.52291	51.07377	-0.05059	5.46791
57142.52501	66.51823	-0.05976	12.67435
57142.52697	60.78026	-0.08106	-12.19922
57142.52894	79.8056	-0.08541	2.9254
57142.53099	106.11939	-0.1032	13.25138
57142.53308	117.44219	-0.11105	17.52332
57142.53504	132.33609	-0.12799	17.20247
57142.537	116.57186	-0.13529	-5.1136
57142.53904	134.52573	-0.15229	-2.43086
57142.54113	141.86232	-0.16348	-5.15167
57142.5431	162.76445	-0.18248	-1.31062
57142.54509	178.14206	-0.19327	4.37245
57142.54712	182.31166	-0.20626	-3.12841
57142.54922	194.3014	-0.22189	-5.17366
57142.55119	197.00996	-0.23459	-13.87366
57142.55317	223.43569	-0.24636	1.98051
57142.55521	211.90079	-0.26162	-23.26874
57142.5573	236.8664	-0.2747	-10.04879
57142.55927	255.54647	-0.28827	-3.55519
57142.56126	267.26368	-0.30274	-4.84006
57142.56334	292.14541	-0.31613	8.01509
57142.56545	296.95213	-0.32991	0.44757
57142.56741	296.17667	-0.34276	-11.87203
57142.56937	316.11834	-0.35587	-3.70888
57142.57142	319.63211	-0.36981	-12.71313
57142.57353	353.90784	-0.38357	9.20069
57142.5755	354.8246	-0.39721	-2.13838
57142.57748	355.58476	-0.41026	-13.0931
57142.57952	379.31905	-0.42354	-1.29348
57142.58161	382.39626	-0.43673	-10.06182
57142.58357	410.08249	-0.44939	6.25302
57142.58556	411.3007	-0.46132	-3.24623
57142.58762	426.54792	-0.47448	0.18008
57142.58972	432.55274	-0.48798	-5.93705
57142.59172	441.35722	-0.49978	-7.73584
57142.59367	458.12566	-0.51111	-1.14759
57142.59571	457.34491	-0.52379	-13.31436
57142.5978	475.45214	-0.53569	-5.89978
57142.59976	490.74146	-0.54743	-1.15141
57142.60171	493.16884	-0.5582	-8.40332
57142.60374	495.991	-0.56986	-16.04632
57142.60585	532.79302	-0.58125	10.51667
57142.6078	538.36002	-0.59213	6.31489
57142.60976	538.57731	-0.60261	-2.88037
57142.61179	553.83222	-0.61373	2.38872
57142.61387	556.6452	-0.62442	-4.40847
57142.61582	558.22967	-0.63486	-12.2023
57142.61778	583.67739	-0.64439	4.68664
57142.61981	581.5117	-0.65415	-6.24274
57142.62191	597.17329	-0.66474	-0.09709
57142.6239	604.92585	-0.67342	-0.14165
57142.62588	613.3211	-0.68321	-0.5411
57142.62791	615.64421	-0.69233	-6.40949
57142.63	638.39621	-0.70148	8.12778
57142.63196	643.79538	-0.70936	6.44493
57142.63392	645.21926	-0.71795	0.15206
57142.63595	664.90949	-0.72571	12.87453
57142.63804	657.10027	-0.73406	-2.43506
57142.63999	679.25535	-0.74044	13.99063
57142.64195	676.82761	-0.74764	5.09811
57142.64399	681.12379	-0.75437	3.35015
57142.64609	683.74337	-0.76198	-0.87149
57142.64804	692.55922	-0.76727	3.1936
57142.65	698.95004	-0.77424	3.32715
57142.65203	701.62959	-0.77933	1.43235
57142.65412	723.68716	-0.78588	17.60426
57142.65607	710.05014	-0.79152	-1.09647
57142.65803	711.34719	-0.79565	-3.5128
57142.66007	707.81244	-0.80064	-11.52623
57142.66216	720.70868	-0.80594	-3.39426
57142.66412	730.11874	-0.80976	2.58722
57142.66609	718.67647	-0.81354	-12.25032
57142.66813	742.07856	-0.81746	7.63062
57142.67024	731.88622	-0.82068	-5.45437
57142.67222	733.98373	-0.82394	-6.28747
57142.67419	743.11872	-0.82673	0.33908
57142.67625	776.83831	-0.82977	31.33324
57142.67834	748.03196	-0.83139	1.07345
57142.6803	748.00431	-0.83358	-0.92582
57142.68226	752.4029	-0.83513	2.07907
57142.6843	773.38977	-0.83642	21.90832
57142.6864	736.63009	-0.83742	-15.74942
57142.68837	763.06461	-0.83795	10.20889
57142.69036	768.86741	-0.83872	15.32118
57142.6924	765.6886	-0.83892	11.96136
57142.69448	756.70079	-0.83861	3.25443
57142.69644	764.63265	-0.83864	11.15485
57142.6984	753.78997	-0.83739	1.44037
57142.70044	775.27684	-0.83679	23.46508
57142.70255	762.38806	-0.83524	11.96426
57142.70452	749.58094	-0.83426	0.04052
57142.7065	746.27469	-0.83183	-1.07836
57142.70853	751.87048	-0.83023	5.94703
57142.71062	750.87664	-0.82726	7.62951
57142.71257	742.12796	-0.82486	1.03568
57142.71453	739.02025	-0.82184	0.64163
57142.71656	731.3884	-0.81906	-4.49861
57142.71866	747.87695	-0.81523	15.43609
57142.72064	745.98956	-0.81177	16.65142
57142.7226	732.34191	-0.80742	6.91124
57142.72466	721.34216	-0.80357	-0.63278
57142.72678	726.40707	-0.79869	8.82161
57142.72873	723.49031	-0.79427	9.87403
57142.73069	715.99734	-0.78959	6.57986
57142.73273	707.33224	-0.78488	2.15277
57142.73485	702.70792	-0.7789	2.89251
57142.73682	684.52431	-0.77334	-10.28915
57142.73877	701.19308	-0.76814	11.04913
57142.74081	692.53352	-0.76191	7.97935
57142.7429	673.19793	-0.75573	-5.79746
57142.74487	659.71862	-0.74913	-13.35165
57142.74684	690.47727	-0.74257	23.29567
57142.74888	685.40075	-0.73571	24.38051
57142.75096	659.74861	-0.7284	5.30215
57142.75291	633.73272	-0.72153	-14.54235
57142.75488	659.25569	-0.71456	17.24015
57142.75694	657.75702	-0.70629	23.16397
57142.75904	643.56368	-0.69834	16.11328
57142.76102	639.29592	-0.69071	18.69897
57142.76297	636.44249	-0.68328	22.51934
57142.76501	609.78556	-0.67522	3.1056
57142.76712	607.26762	-0.66671	8.22752
57142.76907	584.51639	-0.65842	-7.07783
57142.77102	592.65974	-0.65021	8.44388
57142.77306	577.90252	-0.64183	1.21538
57142.77516	579.08832	-0.63219	11.05558
57142.77712	559.41398	-0.6243	-1.52719
57142.77908	559.83195	-0.61522	7.04158
57142.78112	556.4767	-0.60643	11.58932
57142.78321	548.05372	-0.59725	11.41111
57142.78518	516.41848	-0.58833	-12.21099
57142.78716	524.94244	-0.57939	4.342
57142.78919	520.25488	-0.57022	7.89041
57142.79128	528.03668	-0.56046	24.44236
57142.79323	506.42531	-0.55155	10.83277
57142.79519	499.91015	-0.54254	12.40724
57142.79723	496.72258	-0.53293	17.85547
57142.79932	482.18133	-0.52333	11.9357
57142.80129	480.61318	-0.51428	18.49429
57142.80327	465.07438	-0.50517	11.14433
57142.80533	440.94356	-0.49564	-4.43064
57142.80745	453.79967	-0.48591	17.16948
57142.80941	436.96413	-0.47694	8.38766
57142.81136	431.13774	-0.4677	10.86196
57142.81339	418.58933	-0.45837	6.69361
57142.81548	400.90698	-0.44902	-2.5892
57142.81745	414.23927	-0.4396	19.20009
57142.81943	403.07695	-0.43112	15.66072
57142.82147	388.74204	-0.42196	9.54905
57142.82357	384.76161	-0.41263	13.95231
57142.82557	359.98091	-0.40391	-2.99937
57142.82756	373.81871	-0.39503	18.81783
57142.8296	352.17884	-0.38643	4.90721
57142.83169	332.89399	-0.37726	-6.14335
57142.83367	344.94891	-0.36917	13.17615
57142.83568	325.86824	-0.36072	1.68959
57142.83773	317.24045	-0.35266	0.29667
57142.83984	306.50999	-0.34388	-2.54496
57142.84179	301.74123	-0.33622	-0.4357
57142.84375	301.62091	-0.32838	6.49044
57142.8458	294.85163	-0.32073	6.59492
57142.8479	293.66154	-0.31311	12.24227
57142.84986	292.37478	-0.30594	17.40253
57142.85181	273.85654	-0.29859	5.48515
57142.85384	279.09622	-0.29173	16.88255
57142.85593	272.25751	-0.28432	16.70458
57142.85788	273.60525	-0.27756	24.12129
57142.85983	251.86693	-0.27133	7.98403
57142.86186	240.77631	-0.26505	2.52808
57142.86394	247.70747	-0.25871	15.16012
57142.86591	244.76326	-0.25227	17.99562
57142.86788	226.71202	-0.24691	4.76075
57142.86991	227.55847	-0.24147	10.49667
57142.87201	237.40572	-0.23581	25.42229
57142.87397	216.99137	-0.23097	9.35652
57142.87594	229.46684	-0.22603	26.27267
57142.87802	200.12698	-0.22128	1.20137
57142.88015	200.42778	-0.21653	5.76166
57142.88214	181.80296	-0.21241	-9.15972
57142.88413	203.76964	-0.20793	16.82949
57142.8862	200.9885	-0.20449	17.14113
57142.88833	185.37041	-0.20027	5.31238
57142.89031	185.29006	-0.19725	7.9437
57142.8923	190.38142	-0.19429	15.69277
57142.89439	176.27226	-0.19159	4.01214
57142.89648	168.00361	-0.18932	-2.21398
57142.89844	189.89834	-0.18721	21.56927
57142.90039	169.25656	-0.18521	2.72639
57142.90244	171.09138	-0.18414	5.51896
57142.90455	172.81854	-0.18264	8.59409
57142.90651	166.1987	-0.18182	2.71576
57142.9085	166.53477	-0.18098	3.80525
57142.91056	166.12532	-0.18072	3.62804
57142.91264	165.39389	-0.18008	3.47548
57142.91461	188.5079	-0.18025	26.43475
57142.91658	169.86373	-0.18048	7.58522
57142.91864	192.26866	-0.18041	30.05354
57142.92073	180.96497	-0.18169	17.59468
57142.92268	178.67568	-0.18275	14.3545
57142.92464	168.76288	-0.18406	3.26498
57142.92669	189.36977	-0.18533	22.73596
57142.92879	175.37621	-0.18765	6.65489
57142.93074	168.6698	-0.18964	-1.83933
57142.9327	182.50261	-0.19195	9.91541
57142.93474	182.81563	-0.19481	7.66101
57142.93683	184.07299	-0.19791	6.13692
57142.93879	183.27687	-0.20097	2.59372
57142.94075	200.72411	-0.20429	17.05522
57142.94281	195.92642	-0.20831	8.64576
57142.94494	205.61096	-0.21283	14.27136
57142.94692	197.53774	-0.2169	2.54315
57142.94889	188.04318	-0.2214	-10.99547
57142.95093	206.77038	-0.22634	3.29532
57142.95302	221.35469	-0.23155	13.20331
57142.95498	216.49788	-0.23708	3.3745
57142.95696	233.73946	-0.24248	15.76977
57142.95905	239.31902	-0.24876	15.70837
57142.96116	239.78867	-0.25482	10.73247
57142.96311	244.0558	-0.2611	9.36005
57142.96508	240.85459	-0.26788	0.06383
57142.96714	260.28583	-0.27489	13.20208
57142.96924	264.17261	-0.28196	10.73785
57142.9712	276.80881	-0.28902	17.02917
57142.97316	290.90558	-0.29657	24.3427
57142.9752	281.20648	-0.30457	7.4599
57142.97729	293.11365	-0.31314	11.66812
57142.97925	306.62477	-0.32097	18.14571
57142.98121	293.89593	-0.32928	-2.04909
57142.98326	302.24099	-0.33787	-1.41898
57142.98538	334.73466	-0.34699	22.88324
57142.98735	331.89209	-0.35595	11.99274
57142.98933	334.91784	-0.36495	6.93676
57142.99137	353.1868	-0.37444	16.68404
57142.99346	359.37439	-0.38423	14.0724
57142.99542	351.63032	-0.39364	-2.11864
57142.99738	364.30697	-0.40315	2.01181
57142.99942	391.25054	-0.41305	20.06233
57143.00151	389.09351	-0.42362	8.40751
57143.00346	383.07154	-0.43378	-6.73911
57143.00542	396.2868	-0.44373	-2.46287
57143.00747	406.09007	-0.45426	-2.11507
57143.00957	427.20427	-0.46551	8.89752
57143.01152	436.47308	-0.4758	8.91949
57143.01348	443.74333	-0.48643	6.64545
57143.01551	447.48555	-0.49719	0.72343
57143.01761	462.00624	-0.50874	4.86532
57143.01956	484.40422	-0.51917	17.89192
57143.02152	492.27029	-0.53017	15.87734
57143.02356	498.11817	-0.54112	11.89091
57143.02566	507.00401	-0.55317	9.95394
57143.02763	519.21226	-0.56405	12.38817
57143.02961	507.48737	-0.5752	-9.35012
57143.03165	537.34391	-0.58644	10.41282
57143.03374	540.25774	-0.5983	2.6709
57143.03571	558.67945	-0.60927	11.24195
57143.03766	565.38953	-0.62064	7.73653
57143.0397	576.8671	-0.63194	9.06163
57143.04179	586.27455	-0.64394	7.69105
57143.04375	579.77455	-0.65508	-8.81206
57143.0457	608.18131	-0.66637	9.45044
57143.04775	627.83435	-0.67794	18.70724
57143.04985	633.17083	-0.6897	13.48213
57143.05181	640.59726	-0.70047	11.23472
57143.05377	646.32492	-0.71132	7.21318
57143.0558	655.55024	-0.72291	6.02832
57143.05788	677.069	-0.73399	17.59964
57143.05984	680.78561	-0.74449	11.8796
57143.06179	691.03435	-0.75496	12.73037
57143.06383	699.81514	-0.76579	11.77485
57143.06591	714.50033	-0.77742	16.02214
57143.06788	728.97418	-0.78739	21.53659
57143.06985	715.54758	-0.79776	-1.20253
57143.0719	738.63792	-0.80843	12.302
57143.07401	750.93485	-0.81916	14.95509
57143.07597	761.45897	-0.82884	16.79066
57143.07793	763.29902	-0.83868	9.78821
57143.07996	755.24805	-0.84841	-7.00335
57143.08204	777.15684	-0.85845	5.88799
57143.084	788.54123	-0.86769	8.9743
57143.08595	781.27783	-0.87672	-6.40098
57143.088	802.35246	-0.88623	6.12747
57143.09012	820.49735	-0.89529	16.13588
57143.09207	814.53747	-0.9039	2.44032
57143.09403	852.66972	-0.91226	33.07129
57143.09606	845.21501	-0.92058	18.1372
57143.09815	862.02768	-0.92905	27.34487
57143.10011	872.56675	-0.93706	30.68539
57143.10206	863.15791	-0.94442	14.66734
57143.10409	862.8643	-0.95212	7.45989
57143.10618	873.75106	-0.95938	11.82187
57143.10815	868.95202	-0.96648	0.64444
57143.11015	872.27102	-0.97298	-1.86965
57143.11221	882.08485	-0.97954	2.05077
57143.1143	895.96561	-0.98598	10.14476
57143.11626	913.37676	-0.99177	22.35414
57143.11821	907.46436	-0.99727	11.50193
57143.12025	912.35939	-1.00277	11.46046
57143.12234	902.1791	-1.00783	-3.26906
57143.12429	918.29986	-1.01334	7.8984
57143.12625	920.99847	-1.01735	6.99445
57143.1283	910.67273	-1.02173	-7.26284
57143.1304	916.72071	-1.026	-5.05081
57143.13235	926.43602	-1.02971	1.33795
57143.13431	941.78929	-1.03268	14.01604
57143.13636	938.11989	-1.03565	7.68004
57143.13846	932.26984	-1.03907	-1.23605
57143.14041	945.86566	-1.04116	10.47693
57143.14237	950.57046	-1.04363	12.96042
57143.14441	948.32015	-1.04536	9.15769
57143.1465	942.37225	-1.04656	2.13113
57143.14849	943.34267	-1.04778	2.0093
57143.15047	935.35791	-1.04874	-6.83334
57143.1525	949.6548	-1.04907	7.16601
57143.15458	937.69691	-1.04897	-4.70611
57143.15653	927.57431	-1.04887	-14.74256
57143.15848	953.48465	-1.04824	11.73597
57143.16052	950.33798	-1.04733	9.40538
57143.16261	950.14765	-1.04624	10.19775
57143.16457	924.57026	-1.04453	-13.845
57143.16652	931.59783	-1.04269	-5.16039
57143.16857	938.93974	-1.04045	4.1875
57143.17067	944.6104	-1.0379	12.15209
57143.17263	935.4937	-1.03521	5.45579
57143.17458	929.82081	-1.0319	2.75079
57143.17662	934.61856	-1.0283	10.78659
57143.17871	942.16689	-1.0243	21.92301
57143.18068	915.48697	-1.02027	-1.1375
57143.18266	912.06859	-1.01593	-0.65565
57143.1847	925.28401	-1.01098	17.00308
57143.18678	903.42937	-1.00594	-0.32053
57143.18877	898.63817	-1.00017	0.07021
57143.19077	888.64724	-0.99432	-4.6616
57143.19283	901.09378	-0.98751	13.89882
57143.19491	893.62521	-0.98088	12.38029
57143.19686	869.98797	-0.97393	-5.00538
57143.19883	867.34865	-0.96654	-1.01372
57143.20086	876.44451	-0.95921	14.66592
57143.20295	874.23364	-0.95095	19.87576
57143.2049	843.75904	-0.94291	-3.37237
57143.20685	843.32913	-0.9345	3.7517
57143.20889	859.66437	-0.9259	27.81114
57143.21099	832.44889	-0.91645	9.08431
57143.21296	817.87086	-0.90691	3.07308
57143.21494	816.63366	-0.89733	10.44203
57143.21697	791.26663	-0.88676	-5.43202
57143.21905	802.47343	-0.87626	15.20883
57143.221	786.44639	-0.8657	8.66454
57143.22296	784.73932	-0.85469	16.84838
57143.22499	757.33702	-0.84331	-0.33432
57143.22709	762.48469	-0.83101	15.86662
57143.22909	762.53017	-0.8196	26.15705
57143.23108	737.13557	-0.80762	11.52187
57143.23314	722.59167	-0.79478	8.51189
57143.23524	705.58643	-0.78204	2.95807
57143.2372	695.8346	-0.76939	4.56133
57143.23915	698.24831	-0.75687	18.2205
57143.2412	668.89452	-0.74337	1.00187
57143.24331	670.33185	-0.72863	15.67876
57143.24527	663.99983	-0.71555	21.09324
57143.24724	649.33542	-0.70205	18.55364
57143.24931	604.26404	-0.68779	-13.70505
57143.25142	626.52385	-0.67223	22.53011
57143.25337	594.79453	-0.65837	3.25258
57143.25533	578.02008	-0.6434	-0.08033
57143.25737	582.54617	-0.62885	17.515
57143.25946	565.25896	-0.61289	14.565
57143.26141	549.3215	-0.59827	11.76068
57143.26337	522.04435	-0.58316	-1.94789
57143.26542	524.55323	-0.56783	14.33623
57143.26752	494.91722	-0.55111	-0.28252
57143.26949	482.19561	-0.53596	0.60018
57143.27146	482.45319	-0.52024	14.98491
57143.2735	465.25332	-0.50375	12.59356
57143.27559	447.21217	-0.48721	9.41273
57143.27754	439.6724	-0.47092	16.49945
57143.2795	416.65369	-0.45517	7.63477
57143.28153	397.66449	-0.43864	3.49378
57143.28362	389.80372	-0.42121	11.28577
57143.28558	375.70844	-0.40505	11.70408
57143.28755	372.41894	-0.38877	23.03979
57143.28962	343.06467	-0.37143	9.25886
57143.29173	334.03792	-0.35359	16.26315
57143.29371	317.10652	-0.33711	14.13284
57143.29571	286.46435	-0.31998	-1.12664
57143.29774	290.60703	-0.30275	18.49676
57143.29983	264.43005	-0.28552	7.79451
57143.30179	254.97962	-0.26909	13.10833
57143.30374	226.85401	-0.25231	0.051
57143.30578	198.77297	-0.23568	-13.09146
57143.30788	214.08134	-0.21738	18.65841
57143.30988	176.81301	-0.20062	-3.55657
57143.3119	170.87794	-0.18342	5.95878
57143.31396	171.2221	-0.16646	21.53159
57143.31607	131.43053	-0.14929	-2.83621
57143.31806	147.50672	-0.13322	27.67645
57143.32004	118.87592	-0.11695	13.65987
57143.32207	101.99678	-0.10066	11.41252
57143.32417	105.52639	-0.08357	30.29162
57143.32615	77.59879	-0.06758	16.73425
57143.32811	57.02741	-0.05156	10.54789
57143.33016	46.81775	-0.03571	14.58007
57143.33227	52.83739	-0.01929	35.34217
57143.33423	13.27218	-0.00384	9.66087
57143.33622	-1.1053	0.01214	9.63744
57143.33831	-9.21565	0.02839	16.11949
57143.34041	1.99672	0.04473	42.00683
57143.3424	-34.40016	0.0603	19.59515
57143.3444	-51.3938	0.07533	16.1019
57143.34646	-62.57443	0.09095	18.95198
57143.34855	-101.62222	0.10608	-6.50181
57143.35052	-78.05342	0.1202	29.75214
57143.35251	-138.14801	0.13578	-16.35049
57143.35455	-144.90041	0.14949	-10.78773
57143.35664	-142.58271	0.1627	3.39833
57143.3586	-171.35173	0.17535	-14.00532
57143.36056	-164.33169	0.18314	0.00986
57143.36259	-170.6434	0.20884	16.77934
57143.36468	-186.65583	0.21673	7.85615
57143.36664	-196.22154	0.2362	15.77649
57143.3686	-192.53012	0.23488	18.28737
57143.37065	-221.97489	0.25394	5.96493
57143.37276	-260.69508	0.2604	-26.95963
57143.37472	-243.53917	0.2733	1.78489
57143.37668	-261.31108	0.2935	2.16352
57143.37872	-274.26353	0.30253	-2.68372
57143.38082	-250.95019	0.32006	36.37446
57143.38282	-253.61293	0.30757	22.4993
57143.38482	-288.85194	0.32204	0.25215
57143.38686	-275.25262	0.33675	27.06536
57143.38895	-295.51059	0.30727	-19.67386
57143.39092	nan	0.38214	nan
57143.40095	-358.91919	0.39727	-2.23971
57143.40299	-379.67641	0.40121	-19.4584
57143.40507	-366.42628	0.41544	6.57731
57143.40703	-357.41761	0.41517	15.34536
57143.40898	-377.37245	0.41908	-1.09444
57143.41104	-379.83405	0.42881	5.18116
57143.41317	-390.79013	0.43216	-2.76402
57143.41513	-387.37981	0.43681	4.81876
57143.41709	-401.54174	0.44473	-2.22868
57143.41912	-404.27707	0.44724	-2.70544
57143.42121	-375.89144	0.44454	23.25276
57143.42317	-414.00541	0.45272	-7.51846
57143.42514	-424.83787	0.4589	-12.79765
57143.42718	-407.56532	0.46076	6.15
57143.42927	-404.0611	0.46164	10.43858
57143.43124	-397.27702	0.46434	19.65075
57143.43322	-424.45981	0.46793	-4.30768
57143.43527	-411.54154	0.46633	7.17392
57143.43737	-401.20809	0.46845	19.41615
57143.43933	-414.61858	0.46911	6.59408
57143.44132	-425.07614	0.46839	-4.51424
57143.44341	-406.6981	0.46984	15.16683
57143.4455	-415.50171	0.46823	4.91966
57143.44746	-410.47853	0.46652	8.41047
57143.44942	-401.38071	0.4661	17.13217
57143.45147	-416.89259	0.46283	-1.32414
57143.45359	-411.67581	0.46079	2.06133
57143.45556	-402.18601	0.45708	8.22541
57143.45755	-392.94409	0.45507	15.65648
57143.4596	-391.49356	0.45024	12.76867
57143.46171	-406.6825	0.44688	-5.43308
57143.4637	-381.4223	0.44198	15.42277
57143.46569	-401.84667	0.43724	-9.26471
57143.46776	-376.21418	0.43289	12.46182
57143.46989	-367.53807	0.42736	16.16876
57143.47188	-383.59876	0.42164	-5.02875
57143.47386	-375.34225	0.41553	-2.25451
57143.4759	-365.46769	0.40895	1.70225
57143.47802	-347.02589	0.40182	13.73989
57143.48	-363.06703	0.39457	-8.80849
57143.48195	-345.44361	0.38676	1.79761
57143.48399	-339.65837	0.37909	0.69287
